Note_number,Onset_time_in_sec,Offset_time_in_sec,Duration,Pitch,KeyPos_x,KeyPos_y,Onset_velocity,Offset_velocity
89,24.6,24.88375,0.28375,57.0,-2,0,87.0,0
90,24.9,25.18375,0.28375,53.0,-4,0,87.0,0
91,25.2,25.76875,0.56875,62.0,1,0,87.0,0
92,25.8,26.08375,0.28375,65.0,3,0,87.0,0
93,26.1,26.38375,0.28375,64.0,2,0,87.0,0
94,26.4,26.96875,0.56875,58.0,-2,1,87.0,0
95,26.4,26.96875,0.56875,62.0,1,0,87.0,0
96,26.4,26.68375,0.28375,46.0,-9,1,87.0,0
97,26.7,26.98375,0.28375,53.0,-4,0,87.0,0
98,27.0,27.56875,0.56875,69.0,5,0,87.0,0
99,27.0,27.56875,0.56875,58.0,-2,1,87.0,0
100,27.6,28.16875,0.56875,64.0,2,0,87.0,0
101,27.6,28.16875,0.56875,67.0,4,0,87.0,0
102,27.6,27.88375,0.28375,48.0,-7,0,87.0,0
103,27.9,28.18375,0.28375,55.0,-3,0,87.0,0
104,28.2,28.76875,0.56875,72.0,7,0,87.0,0
105,28.2,28.76875,0.56875,60.0,0,0,87.0,0
106,28.8,29.4,0.6,60.0,0,0,87.0,0
107,28.8,29.93875,1.13875,69.0,5,0,87.0,0
108,28.8,29.08375,0.28375,53.0,-4,0,87.0,0
109,29.1,29.38375,0.28375,57.0,-2,0,87.0,0
110,29.4,29.93875,0.53875,60.0,0,0,87.0,0
111,29.7,29.98375,0.28375,57.0,-2,0,87.0,0
112,30.0,30.28375,0.28375,65.0,3,0,87.0,0
113,30.3,30.58375,0.28375,60.0,0,0,87.0,0
114,30.6,30.88375,0.28375,65.0,3,0,87.0,0
115,30.6,30.88375,0.28375,57.0,-2,0,87.0,0
116,30.9,31.18375,0.28375,67.0,4,0,87.0,0
117,30.9,31.18375,0.28375,60.0,0,0,87.0,0
118,31.2,31.76875,0.56875,65.0,3,0,87.0,0
119,31.2,31.76875,0.56875,69.0,5,0,87.0,0
120,31.2,31.48375,0.28375,53.0,-4,0,87.0,0
121,31.5,31.78375,0.28375,60.0,0,0,87.0,0
122,31.8,32.36875,0.56875,72.0,7,0,87.0,0
123,31.8,32.08375,0.28375,65.0,3,0,87.0,0
124,32.1,32.38375,0.28375,60.0,0,0,87.0,0
125,32.4,32.96875,0.56875,64.0,2,0,87.0,0
126,32.4,32.96875,0.56875,67.0,4,0,87.0,0
127,32.4,32.68375,0.28375,52.0,-5,0,87.0,0
128,32.7,32.98375,0.28375,55.0,-3,0,87.0,0
129,33.0,33.56875,0.56875,64.0,2,0,87.0,0
130,33.0,33.28375,0.28375,60.0,0,0,87.0,0
131,33.3,33.58375,0.28375,52.0,-5,0,87.0,0
132,33.6,33.9,0.3,57.0,-2,0,87.0,0
133,33.6,34.73875,1.13875,65.0,3,0,87.0,0
134,33.6,33.88375,0.28375,50.0,-6,0,87.0,0
135,33.9,34.5,0.6,57.0,-2,0,87.0,0
136,34.2,34.48375,0.28375,62.0,1,0,87.0,0
137,34.5,34.78375,0.28375,57.0,-2,0,87.0,0
138,34.8,35.08375,0.28375,65.0,3,0,87.0,0
139,35.1,35.38375,0.28375,57.0,-2,0,87.0,0
140,35.4,35.68375,0.28375,65.0,3,0,87.0,0
141,35.4,35.68375,0.28375,62.0,1,0,87.0,0
142,35.7,35.98375,0.28375,64.0,2,0,87.0,0
143,35.7,35.98375,0.28375,57.0,-2,0,87.0,0
144,36.0,36.56875,0.56875,58.0,-2,1,87.0,0
145,36.0,36.56875,0.56875,62.0,1,0,87.0,0
146,36.0,36.28375,0.28375,46.0,-9,1,87.0,0
147,36.3,36.58375,0.28375,53.0,-4,0,87.0,0
148,36.6,37.16875,0.56875,69.0,5,0,87.0,0
149,36.6,36.88375,0.28375,62.0,1,0,87.0,0
150,36.9,37.18375,0.28375,58.0,-2,1,87.0,0
151,37.2,37.76875,0.56875,60.0,0,0,87.0,0
152,37.2,37.76875,0.56875,64.0,2,0,87.0,0
153,37.2,37.48375,0.28375,48.0,-7,0,87.0,0
154,37.5,37.78375,0.28375,52.0,-5,0,87.0,0
155,37.8,38.36875,0.56875,60.0,0,0,87.0,0
156,37.8,38.08375,0.28375,55.0,-3,0,87.0,0
157,38.1,38.38375,0.28375,52.0,-5,0,87.0,0
158,38.4,39.53875,1.13875,62.0,1,0,87.0,0
159,38.4,38.68375,0.28375,50.0,-6,0,87.0,0
160,38.7,38.98375,0.28375,57.0,-2,0,87.0,0
161,39.0,39.28375,0.28375,55.0,-3,0,87.0,0
162,39.3,39.58375,0.28375,57.0,-2,0,87.0,0
163,39.6,40.16875,0.56875,50.0,-6,0,87.0,0
164,40.2,40.48375,0.28375,65.0,3,0,87.0,0
165,40.5,40.78375,0.28375,64.0,2,0,87.0,0
166,40.8,41.36875,0.56875,58.0,-2,1,87.0,0
167,40.8,41.36875,0.56875,62.0,1,0,87.0,0
168,40.8,41.08375,0.28375,46.0,-9,1,87.0,0
169,41.1,41.38375,0.28375,53.0,-4,0,87.0,0
170,41.4,41.68375,0.28375,64.0,2,0,87.0,0
171,41.4,41.68375,0.28375,58.0,-2,1,87.0,0
172,41.7,41.98375,0.28375,65.0,3,0,87.0,0
173,41.7,41.98375,0.28375,53.0,-4,0,87.0,0
174,42.0,42.56875,0.56875,60.0,0,0,87.0,0
175,42.0,42.56875,0.56875,64.0,2,0,87.0,0
176,42.0,42.56875,0.56875,67.0,4,0,87.0,0
177,42.0,42.28375,0.28375,48.0,-7,0,87.0,0
178,42.3,42.58375,0.28375,52.0,-5,0,87.0,0
179,42.6,43.16875,0.56875,60.0,0,0,87.0,0
180,42.6,42.88375,0.28375,55.0,-3,0,87.0,0
181,42.9,43.18375,0.28375,52.0,-5,0,87.0,0
182,43.2,43.76875,0.56875,65.0,3,0,87.0,0
183,43.2,43.76875,0.56875,69.0,5,0,87.0,0
184,43.2,43.76875,0.56875,72.0,7,0,87.0,0
185,43.2,43.48375,0.28375,53.0,-4,0,87.0,0
186,43.5,43.78375,0.28375,60.0,0,0,87.0,0
187,43.8,44.08375,0.28375,67.0,4,0,87.0,0
188,43.8,44.08375,0.28375,70.0,5,1,87.0,0
189,43.8,44.08375,0.28375,52.0,-5,0,87.0,0
190,44.1,44.38375,0.28375,69.0,5,0,87.0,0
191,44.1,44.38375,0.28375,60.0,0,0,87.0,0
192,44.4,44.96875,0.56875,65.0,3,0,87.0,0
193,44.4,44.96875,0.56875,69.0,5,0,87.0,0
194,44.4,44.68375,0.28375,50.0,-6,0,87.0,0
195,44.7,44.98375,0.28375,57.0,-2,0,87.0,0
196,45.0,45.28375,0.28375,65.0,3,0,87.0,0
197,45.0,45.28375,0.28375,50.0,-6,0,87.0,0
198,45.3,45.58375,0.28375,64.0,2,0,87.0,0
199,45.3,45.58375,0.28375,48.0,-7,0,87.0,0
200,45.6,46.16875,0.56875,58.0,-2,1,87.0,0
201,45.6,46.16875,0.56875,62.0,1,0,87.0,0
202,45.6,45.88375,0.28375,46.0,-9,1,87.0,0
203,45.9,46.18375,0.28375,53.0,-4,0,87.0,0
204,46.2,46.48375,0.28375,64.0,2,0,87.0,0
205,46.2,46.48375,0.28375,58.0,-2,1,87.0,0
206,46.5,46.78375,0.28375,65.0,3,0,87.0,0
207,46.5,46.78375,0.28375,53.0,-4,0,87.0,0
208,46.8,47.36875,0.56875,60.0,0,0,87.0,0
209,46.8,47.36875,0.56875,64.0,2,0,87.0,0
210,46.8,47.36875,0.56875,67.0,4,0,87.0,0
211,46.8,47.08375,0.28375,48.0,-7,0,87.0,0
212,47.1,47.38375,0.28375,52.0,-5,0,87.0,0
213,47.4,47.96875,0.56875,60.0,0,0,87.0,0
214,47.4,47.68375,0.28375,55.0,-3,0,87.0,0
215,47.7,47.98375,0.28375,52.0,-5,0,87.0,0
216,48.0,48.29875,0.29875,61.0,0,1,87.0,0
217,48.0,48.28375,0.28375,45.0,-9,0,87.0,0
218,48.0325,48.2975,0.265,64.0,2,0,87.0,0
219,48.06625,48.2975,0.23125,69.0,5,0,87.0,0
220,48.3,48.58375,0.28375,69.0,5,0,87.0,0
221,48.3,48.49875,0.19875,57.0,-2,0,87.0,0
222,48.6,48.88375,0.28375,57.0,-2,0,87.0,0
223,48.6,48.88375,0.28375,61.0,0,1,87.0,0
224,48.6,48.88375,0.28375,67.0,4,0,87.0,0
225,48.6,48.88375,0.28375,49.0,-7,1,87.0,0
226,48.9,49.18375,0.28375,67.0,4,0,87.0,0
227,48.9,49.18375,0.28375,52.0,-5,0,87.0,0
228,49.2,49.76875,0.56875,57.0,-2,0,87.0,0
229,49.2,49.76875,0.56875,62.0,1,0,87.0,0
230,49.2,49.76875,0.56875,65.0,3,0,87.0,0
231,49.2,49.48375,0.28375,50.0,-6,0,87.0,0
232,49.5,49.78375,0.28375,45.0,-9,0,87.0,0
233,49.8,50.36875,0.56875,38.0,-13,0,87.0,0
234,50.1,50.38375,0.28375,64.0,2,0,87.0,0
235,50.4,51.53875,1.13875,55.0,-3,0,87.0,0
236,50.4,51.3,0.9,58.0,-2,1,87.0,0
237,50.4,51.53875,1.13875,62.0,1,0,87.0,0
238,50.4,50.68375,0.28375,43.0,-10,0,87.0,0
239,50.7,50.98375,0.28375,50.0,-6,0,87.0,0
240,51.0,51.28375,0.28375,53.0,-4,0,87.0,0
241,51.3,52.15375,0.85375,58.0,-2,1,87.0,0
242,52.2,52.76875,0.56875,64.0,2,0,87.0,0
243,52.8,53.65375,0.85375,57.0,-2,0,87.0,0
244,52.8,53.65375,0.85375,60.0,0,0,87.0,0
245,52.8,53.08375,0.28375,45.0,-9,0,87.0,0
246,53.1,53.38375,0.28375,52.0,-5,0,87.0,0
247,53.4,53.68375,0.28375,55.0,-3,0,87.0,0
248,53.7,53.98375,0.28375,67.0,4,0,87.0,0
249,53.7,53.98375,0.28375,60.0,0,0,87.0,0
250,54.0,54.3,0.3,57.0,-2,0,87.0,0
251,54.0,54.56875,0.56875,62.0,1,0,87.0,0
252,54.0,54.56875,0.56875,65.0,3,0,87.0,0
253,54.0,54.28375,0.28375,50.0,-6,0,87.0,0
254,54.3,54.58375,0.28375,57.0,-2,0,87.0,0
255,54.6,54.88375,0.28375,62.0,1,0,87.0,0
256,54.9,55.04125,0.14125,67.0,4,0,87.0,0
257,54.9,55.18375,0.28375,50.0,-6,0,87.0,0
258,55.05,55.19125,0.14125,69.0,5,0,87.0,0
259,55.2,55.49875,0.29875,70.0,5,1,87.0,0
260,55.2,55.48375,0.28375,43.0,-10,0,87.0,0
261,55.5,55.79875,0.29875,69.0,5,0,87.0,0
262,55.5,55.78375,0.28375,46.0,-9,1,87.0,0
263,55.8,56.09875,0.29875,65.0,3,0,87.0,0
264,55.8,56.08375,0.28375,50.0,-6,0,87.0,0
265,56.1,56.39875,0.29875,61.0,0,1,87.0,0
266,56.1,56.38375,0.28375,53.0,-4,0,87.0,0
267,56.4,57.25375,0.85375,60.0,0,0,87.0,0
268,56.4,56.99875,0.59875,48.0,-7,0,87.0,0
269,56.465,56.9975,0.5325,53.0,-4,0,87.0,0
270,56.5325,56.9975,0.465,56.0,-3,1,87.0,0
271,57.0,57.56875,0.56875,55.0,-3,0,87.0,0
272,57.3,57.58375,0.28375,67.0,4,0,87.0,0
273,57.6,58.73875,1.13875,58.0,-2,1,87.0,0
274,57.6,59.30875,1.70875,60.0,0,0,87.0,0
275,57.6,59.30875,1.70875,65.0,3,0,87.0,0
276,57.6,59.30875,1.70875,41.0,-11,0,87.0,0
277,57.6,59.30875,1.70875,48.0,-7,0,87.0,0
278,57.6,59.30875,1.70875,53.0,-4,0,87.0,0
279,58.8,59.36875,0.56875,57.0,-2,0,87.0,0
280,59.4,59.68375,0.28375,65.0,3,0,87.0,0
281,59.7,59.89875,0.19875,67.0,4,0,87.0,0
282,60.0,60.02875,0.02875,67.0,4,0,87.0,0
283,60.0,60.28375,0.28375,41.0,-11,0,87.0,0
284,60.03,60.28625,0.25625,69.0,5,0,87.0,0
285,60.3,60.49875,0.19875,60.0,0,0,87.0,0
286,60.3,60.49875,0.19875,48.0,-7,0,87.0,0
287,60.6,60.74875,0.14875,72.0,7,0,87.0,0
288,60.6,60.74875,0.14875,53.0,-4,0,87.0,0
289,60.9,61.04875,0.14875,69.0,5,0,87.0,0
290,60.9,61.04875,0.14875,48.0,-7,0,87.0,0
291,61.2,61.48375,0.28375,67.0,4,0,87.0,0
292,61.2,61.48375,0.28375,40.0,-12,0,87.0,0
293,61.5,61.69875,0.19875,60.0,0,0,87.0,0
294,61.5,61.69875,0.19875,48.0,-7,0,87.0,0
295,61.8,61.94875,0.14875,72.0,7,0,87.0,0
296,61.8,61.94875,0.14875,52.0,-5,0,87.0,0
297,62.1,62.24875,0.14875,67.0,4,0,87.0,0
298,62.1,62.24875,0.14875,48.0,-7,0,87.0,0
299,62.4,62.68375,0.28375,65.0,3,0,87.0,0
300,62.4,62.68375,0.28375,38.0,-13,0,87.0,0
301,62.7,62.89875,0.19875,57.0,-2,0,87.0,0
302,62.7,62.89875,0.19875,45.0,-9,0,87.0,0
303,63.0,63.14875,0.14875,69.0,5,0,87.0,0
304,63.0,63.14875,0.14875,53.0,-4,0,87.0,0
305,63.3,63.44875,0.14875,65.0,3,0,87.0,0
306,63.3,63.44875,0.14875,45.0,-9,0,87.0,0
307,63.6,64.16875,0.56875,64.0,2,0,87.0,0
308,63.6,63.88375,0.28375,36.0,-14,0,87.0,0
309,63.9,64.09875,0.19875,45.0,-9,0,87.0,0
310,64.2,64.34875,0.14875,52.0,-5,0,87.0,0
311,64.5,64.64125,0.14125,65.0,3,0,87.0,0
312,64.5,64.64875,0.14875,45.0,-9,0,87.0,0
313,64.65,64.79125,0.14125,64.0,2,0,87.0,0
314,64.8,65.08375,0.28375,58.0,-2,1,87.0,0
315,64.8,65.08375,0.28375,62.0,1,0,87.0,0
316,64.8,65.08375,0.28375,34.0,-16,1,87.0,0
317,65.1,65.24125,0.14125,64.0,2,0,87.0,0
318,65.1,65.29875,0.19875,41.0,-11,0,87.0,0
319,65.25,65.39125,0.14125,65.0,3,0,87.0,0
320,65.4,65.59875,0.19875,58.0,-2,1,87.0,0
321,65.4,65.59875,0.19875,62.0,1,0,87.0,0
322,65.4,65.59875,0.19875,67.0,4,0,87.0,0
323,65.4,65.54875,0.14875,50.0,-6,0,87.0,0
324,65.7,65.84875,0.14875,60.0,0,0,87.0,0
325,65.7,65.84875,0.14875,41.0,-11,0,87.0,0
326,66.0,66.14875,0.14875,67.0,4,0,87.0,0
327,66.0,66.14875,0.14875,72.0,7,0,87.0,0
328,66.0,66.28375,0.28375,36.0,-14,0,87.0,0
329,66.3,66.44875,0.14875,60.0,0,0,87.0,0
330,66.3,66.49875,0.19875,43.0,-10,0,87.0,0
331,66.6,66.74875,0.14875,67.0,4,0,87.0,0
332,66.6,66.74875,0.14875,70.0,5,1,87.0,0
333,66.6,66.74875,0.14875,52.0,-5,0,87.0,0
334,66.9,67.04875,0.14875,60.0,0,0,87.0,0
335,66.9,67.04875,0.14875,43.0,-10,0,87.0,0
336,67.2,68.33875,1.13875,65.0,3,0,87.0,0
337,67.2,68.33875,1.13875,69.0,5,0,87.0,0
338,67.2,67.48375,0.28375,41.0,-11,0,87.0,0
339,67.5,67.69875,0.19875,48.0,-7,0,87.0,0
340,67.8,67.94875,0.14875,53.0,-4,0,87.0,0
341,68.1,68.24875,0.14875,48.0,-7,0,87.0,0
342,68.4,68.68375,0.28375,41.0,-11,0,87.0,0
343,68.7,68.89875,0.19875,48.0,-7,0,87.0,0
344,69.0,69.14875,0.14875,65.0,3,0,87.0,0
345,69.0,69.14875,0.14875,53.0,-4,0,87.0,0
346,69.3,69.44875,0.14875,67.0,4,0,87.0,0
347,69.3,69.44875,0.14875,48.0,-7,0,87.0,0
348,69.6,69.62875,0.02875,67.0,4,0,87.0,0
349,69.6,69.88375,0.28375,41.0,-11,0,87.0,0
350,69.63,69.88625,0.25625,69.0,5,0,87.0,0
351,69.9,70.09875,0.19875,60.0,0,0,87.0,0
352,69.9,70.09875,0.19875,48.0,-7,0,87.0,0
353,70.2,70.34875,0.14875,72.0,7,0,87.0,0
354,70.2,70.34875,0.14875,53.0,-4,0,87.0,0
355,70.5,70.64875,0.14875,69.0,5,0,87.0,0
356,70.5,70.64875,0.14875,48.0,-7,0,87.0,0
357,70.8,71.08375,0.28375,67.0,4,0,87.0,0
358,70.8,71.08375,0.28375,40.0,-12,0,87.0,0
359,71.1,71.29875,0.19875,60.0,0,0,87.0,0
360,71.1,71.29875,0.19875,48.0,-7,0,87.0,0
361,71.4,71.54875,0.14875,72.0,7,0,87.0,0
362,71.4,71.54875,0.14875,52.0,-5,0,87.0,0
363,71.7,71.84875,0.14875,67.0,4,0,87.0,0
364,71.7,71.84875,0.14875,48.0,-7,0,87.0,0
365,72.0,72.28375,0.28375,65.0,3,0,87.0,0
366,72.0,72.28375,0.28375,38.0,-13,0,87.0,0
367,72.3,72.49875,0.19875,72.0,7,0,87.0,0
368,72.3,72.49875,0.19875,45.0,-9,0,87.0,0
369,72.6,72.74875,0.14875,76.0,9,0,87.0,0
370,72.6,72.74875,0.14875,79.0,11,0,87.0,0
371,72.6,72.74875,0.14875,53.0,-4,0,87.0,0
372,72.9,73.04875,0.14875,77.0,10,0,87.0,0
373,72.9,73.04875,0.14875,81.0,12,0,87.0,0
374,72.9,73.04875,0.14875,45.0,-9,0,87.0,0
375,73.2,73.76875,0.56875,74.0,8,0,87.0,0
376,73.2,73.76875,0.56875,77.0,10,0,87.0,0
377,73.2,73.48375,0.28375,36.0,-14,0,87.0,0
378,73.5,73.69875,0.19875,45.0,-9,0,87.0,0
379,73.8,73.94875,0.14875,52.0,-5,0,87.0,0
380,74.1,74.17375,0.07375,74.0,8,0,87.0,0
381,74.1,74.17375,0.07375,77.0,10,0,87.0,0
382,74.1,74.24875,0.14875,45.0,-9,0,87.0,0
383,74.25,74.32375,0.07375,72.0,7,0,87.0,0
384,74.25,74.32375,0.07375,76.0,9,0,87.0,0
385,74.4,74.8,0.4,70.0,5,1,87.0,0
386,74.4,74.8,0.4,74.0,8,0,87.0,0
387,74.4,74.68375,0.28375,34.0,-16,1,87.0,0
388,74.7,74.89875,0.19875,41.0,-11,0,87.0,0
389,75.0,75.4,0.4,77.0,10,0,87.0,0
390,75.0,75.4,0.4,81.0,12,0,87.0,0
391,75.0,75.14875,0.14875,46.0,-9,1,87.0,0
392,75.3,75.44875,0.14875,50.0,-6,0,87.0,0
393,75.6,76.0,0.4,72.0,7,0,87.0,0
394,75.6,76.0,0.4,76.0,9,0,87.0,0
395,75.6,75.88375,0.28375,36.0,-14,0,87.0,0
396,75.9,76.09875,0.19875,43.0,-10,0,87.0,0
397,76.2,76.6,0.4,64.0,2,0,87.0,0
398,76.2,76.6,0.4,72.0,7,0,87.0,0
399,76.2,76.34875,0.14875,48.0,-7,0,87.0,0
400,76.5,76.64875,0.14875,52.0,-5,0,87.0,0
401,76.8,77.93875,1.13875,65.0,3,0,87.0,0
402,76.8,77.93875,1.13875,74.0,8,0,87.0,0
403,76.8,77.08375,0.28375,38.0,-13,0,87.0,0
404,77.1,77.29875,0.19875,45.0,-9,0,87.0,0
405,77.4,77.54875,0.14875,50.0,-6,0,87.0,0
406,77.7,77.84875,0.14875,45.0,-9,0,87.0,0
407,78.0,78.28375,0.28375,38.0,-13,0,87.0,0
408,78.3,78.49875,0.19875,45.0,-9,0,87.0,0
409,78.6,78.74875,0.14875,77.0,10,0,87.0,0
410,78.6,78.74875,0.14875,50.0,-6,0,87.0,0
411,78.9,79.04875,0.14875,79.0,11,0,87.0,0
412,78.9,79.04875,0.14875,52.0,-5,0,87.0,0
413,79.2,79.34875,0.14875,81.0,12,0,87.0,0
414,79.2,79.48375,0.28375,41.0,-11,0,87.0,0
415,79.2,79.48375,0.28375,53.0,-4,0,87.0,0
416,79.35,79.49125,0.14125,72.0,7,0,87.0,0
417,79.5,79.64125,0.14125,74.0,8,0,87.0,0
418,79.5,79.69875,0.19875,48.0,-7,0,87.0,0
419,79.65,79.79125,0.14125,72.0,7,0,87.0,0
420,79.8,79.87375,0.07375,84.0,14,0,87.0,0
421,79.8,79.94875,0.14875,57.0,-2,0,87.0,0
422,79.95,80.09125,0.14125,72.0,7,0,87.0,0
423,80.1,80.17375,0.07375,81.0,12,0,87.0,0
424,80.1,80.24875,0.14875,55.0,-3,0,87.0,0
425,80.25,80.39125,0.14125,72.0,7,0,87.0,0
426,80.4,80.54875,0.14875,79.0,11,0,87.0,0
427,80.4,80.68375,0.28375,40.0,-12,0,87.0,0
428,80.4,80.68375,0.28375,52.0,-5,0,87.0,0
429,80.55,80.69125,0.14125,72.0,7,0,87.0,0
430,80.7,80.84125,0.14125,74.0,8,0,87.0,0
431,80.7,80.89875,0.19875,48.0,-7,0,87.0,0
432,80.85,80.99125,0.14125,72.0,7,0,87.0,0
433,81.0,81.07375,0.07375,84.0,14,0,87.0,0
434,81.0,81.14875,0.14875,55.0,-3,0,87.0,0
435,81.15,81.29125,0.14125,72.0,7,0,87.0,0
436,81.3,81.37375,0.07375,79.0,11,0,87.0,0
437,81.3,81.44875,0.14875,53.0,-4,0,87.0,0
438,81.45,81.59125,0.14125,72.0,7,0,87.0,0
439,81.6,81.74875,0.14875,77.0,10,0,87.0,0
440,81.6,81.88375,0.28375,38.0,-13,0,87.0,0
441,81.6,81.88375,0.28375,50.0,-6,0,87.0,0
442,81.75,81.89125,0.14125,69.0,5,0,87.0,0
443,81.9,82.04125,0.14125,74.0,8,0,87.0,0
444,81.9,82.09875,0.19875,45.0,-9,0,87.0,0
445,82.05,82.19125,0.14125,69.0,5,0,87.0,0
446,82.2,82.27375,0.07375,81.0,12,0,87.0,0
447,82.2,82.34875,0.14875,53.0,-4,0,87.0,0
448,82.35,82.49125,0.14125,69.0,5,0,87.0,0
449,82.5,82.57375,0.07375,77.0,10,0,87.0,0
450,82.5,82.64875,0.14875,52.0,-5,0,87.0,0
451,82.65,82.79125,0.14125,69.0,5,0,87.0,0
452,82.8,83.39875,0.59875,76.0,9,0,87.0,0
453,82.8,83.08375,0.28375,36.0,-14,0,87.0,0
454,82.8,83.08375,0.28375,48.0,-7,0,87.0,0
